,zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,hdpData,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,hasOpenHouse,openHouseDescription,openHouseEndDate,openHouseStartDate,brokerName,streetViewMetadataURL,streetViewURL,builderName,isPropertyResultCDP,lotAreaString,best_deal,homeInfo_zpid,homeInfo_streetAddress,homeInfo_zipcode,homeInfo_city,homeInfo_state,homeInfo_latitude,homeInfo_longitude,homeInfo_price,homeInfo_bathrooms,homeInfo_bedrooms,homeInfo_livingArea,homeInfo_homeType,homeInfo_homeStatus,homeInfo_daysOnZillow,homeInfo_isFeatured,homeInfo_shouldHighlight,homeInfo_zestimate,homeInfo_rentZestimate,homeInfo_listing_sub_type_is_openHouse,homeInfo_listing_sub_type_is_FSBA,homeInfo_openHouse,homeInfo_isUnmappable,homeInfo_isPreforeclosureAuction,homeInfo_homeStatusForHDP,homeInfo_priceForHDP,homeInfo_open_house_info_open_house_showing_0_open_house_start,homeInfo_open_house_info_open_house_showing_0_open_house_end,homeInfo_open_house_info_open_house_showing_1_open_house_start,homeInfo_open_house_info_open_house_showing_1_open_house_end,homeInfo_open_house_info_open_house_showing_2_open_house_start,homeInfo_open_house_info_open_house_showing_2_open_house_end,homeInfo_isNonOwnerOccupied,homeInfo_isPremierBuilder,homeInfo_isZillowOwned,homeInfo_currency,homeInfo_country,homeInfo_taxAssessedValue,homeInfo_lotAreaValue,homeInfo_lotAreaUnit,homeInfo_datePriceChanged,homeInfo_priceReduction,homeInfo_priceChange,homeInfo_unit,homeInfo_videoCount,homeInfo_group_type,homeInfo_listing_sub_type_is_newHome,homeInfo_priceSuffix,homeInfo_providerListingID,homeInfo_newConstructionType
0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19601641.0,3127 Allen Way,95051,Santa Clara,CA,37.32841,-121.98494,1499888.0,2.0,3.0,1136.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2034200.0,3934.0,True,True,Thu. 9:30am-12:30pm,False,False,FOR_SALE,1499888.0,1667493000000.0,1667503800000.0,1667680200000.0,1667691000000.0,1667770200000.0,1667781000000.0,True,False,False,USD,USA,1640468.0,6216.012,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,82963502.0,802 Cherry Orchard Pl,95051,Santa Clara,CA,37.338043,-121.99082,1750000.0,3.0,4.0,2140.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2105600.0,4885.0,0,True,0,False,False,FOR_SALE,1750000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,1022474.0,2613.6,sqft,1665644400000.0,"$50,000 (Oct 13)",-50000.0,0,0.0,0,0,0,0,0
2,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19581168.0,933 Hilmar St,95050,Santa Clara,CA,37.34086,-121.93838,1999999.0,4.0,5.0,2458.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2095600.0,4996.0,True,True,Fri. 3-6pm,False,False,FOR_SALE,1999999.0,1667599200000.0,1667610000000.0,1667678400000.0,1667689200000.0,1667768400000.0,1667779200000.0,True,False,False,USD,USA,1944678.0,6599.34,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
3,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19488789.0,1031 Clyde Ave APT 803,95054,Santa Clara,CA,37.3885,-121.95217,849950.0,3.0,2.0,1300.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,930400.0,3449.0,0,True,0,False,False,FOR_SALE,849950.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,295435.0,679.536,sqft,1664953200000.0,"$99,050 (Oct 5)",-99050.0,Apt 803,0.0,0,0,0,0,0
4,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19552923.0,2538 Crystal Dr,95051,Santa Clara,CA,37.36737,-121.98464,1988800.0,3.0,3.0,1414.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2060700.0,4498.0,0,True,0,False,False,FOR_SALE,1988800.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,55880.0,5998.212,sqft,1663916400000.0,0,900000.0,0,0.0,0,0,0,0,0
5,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19491485.0,2311 Falling Water Ct,95054,Santa Clara,CA,37.392986,-121.96511,1188000.0,3.0,3.0,1400.0,TOWNHOUSE,FOR_SALE,-1.0,False,False,1257800.0,3650.0,True,True,Sat. 1:30-4:30pm,False,False,FOR_SALE,1188000.0,1667680200000.0,1667691000000.0,1667770200000.0,1667781000000.0,0.0,0.0,True,False,False,USD,USA,522500.0,0.0,0,1667286000000.0,"$50,000 (Nov 1)",-50000.0,0,0.0,0,0,0,0,0
6,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19607476.0,707 Jill Ave,95117,San Jose,CA,37.32838,-121.95282,1745000.0,2.0,4.0,1600.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,1794900.0,4470.0,0,True,0,False,False,FOR_SALE,1745000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,65688.0,6534.0,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
7,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19602155.0,3554 Mauricia Ave,95051,Santa Clara,CA,37.3269,-121.99391,2198000.0,3.0,4.0,1999.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,2246600.0,4999.0,0,True,0,False,False,FOR_SALE,2198000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,343288.0,7048.008,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
8,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19580061.0,1095 Madison St,95050,Santa Clara,CA,37.34896,-121.94947,1498000.0,2.0,4.0,1560.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,1545300.0,4500.0,0,True,0,False,False,FOR_SALE,1498000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,1318807.0,5989.5,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
9,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,153272306.0,611 Kiely Blvd,95051,Santa Clara,CA,37.33334,-121.97357,1799000.0,3.0,4.0,1785.0,SINGLE_FAMILY,FOR_SALE,-1.0,False,False,1842500.0,4800.0,0,True,0,False,False,FOR_SALE,1799000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,USD,USA,1082605.0,8276.4,sqft,0.0,0,0.0,0,0.0,0,0,0,0,0
